,CATEGORY (ISCED Description),Course Title,Course Code,R1 Points,R1 Random,R2 Points ,R2 Random,EOS Points,EOS Random,EOS Midpoints,Course Level,HEI,Test/Interview,AVP,v
1111,Architecture and construction,Property Valuation and Management,LC242,308,,,,308,,377,8,Limerick Institute of Technology,,,
1112,Architecture and construction,Quantity Surveying,LC243,278,,,,278,,359,8,Limerick Institute of Technology,,,
1113,Architecture and construction,Built Environment (Common Entry),LC248,300,,,,300,,357,8,Limerick Institute of Technology,,,
1115,Architecture and construction,Civil Engineering Management,LC252,264,,,,264,,338,8,Limerick Institute of Technology,,,
1117,Health,Medical Technology,LC263,391,,,,391,,455,8,Limerick Institute of Technology,,,
1118,Physical sciences,Forensic and Pharmaceutical Sciences,LC265,498,,,,498,,528,8,Limerick Institute of Technology,,,
1119,Physical sciences,Drug and Medicinal Product Analysis,LC266,252,,,,252,,368,8,Limerick Institute of Technology,,,
1124,Engineering and engineering trades,Electrical Engineering,LC275,361,,347,,347,,382,8,Limerick Institute of Technology,,,
1134,Engineering and engineering trades,Mechanical Engineering,LC288,378,,369,,369,,432,8,Limerick Institute of Technology,,,
1135,Engineering and engineering trades,Precision Engineering,LC289,261,,,,261,,357,8,Limerick Institute of Technology,,,
1137,Welfare,Social Care Work,LC292,374,,,,374,,410,8,Limerick Institute of Technology,,,
1138,Personal services,Business Studies with Travel and Tourism Management,LC293,271,,264,,264,,356,8,Limerick Institute of Technology,,,
1139,Personal services,Business Studies with Event Management,LC294,279,,,,279,,356,8,Limerick Institute of Technology,,,
1140,Business and administration,Business Studies with Sports Management,LC295,262,,,,262,,320,8,Limerick Institute of Technology,,,
1141,Social and behavioural sciences,Community and Addiction Studies,LC297,272,,262,,262,,316,8,Limerick Institute of Technology,,,
1142,Business and administration,Business,LC320,381,,,,381,,408,8,Limerick Institute of Technology,,,
1144,Information and Communication Technologies (ICTs),Business with Computing,LC330,328,,308,,308,,367,8,Limerick Institute of Technology,,,
1146,Arts,Interior Design,LC340,391,,368,,368,,420,8,Limerick Institute of Technology,,,
1147,Biological and related sciences,Biotechnology and Biopharmaceutical Sciences,LC362,429,,,,429,,463,8,Limerick Institute of Technology,,,
1148,Arts,Creative Broadcast and Film Production,LC371,325,,310,,310,,387,8,Limerick Institute of Technology,,,
1149,Arts,Music Technology and Production,LC372,377,,,,377,,454,8,Limerick Institute of Technology,,,
1150,Engineering and engineering trades,Renewable and Electrical Energy Engineering,LC374,337,,319,,319,,401,8,Limerick Institute of Technology,,,
1151,Engineering and engineering trades,Industrial Automation and Robotic Systems,LC375,309,,,,309,,383,8,Limerick Institute of Technology,,,
1152,Engineering and engineering trades,Electronic Engineering with Computer Systems,LC376,357,,,,357,,378,8,Limerick Institute of Technology,,,
1153,Engineering and engineering trades,Automotive Engineering and Transport Management,LC380,298,,,,298,,340,8,Limerick Institute of Technology,,,
1154,Personal services,Business Studies in Beauty and Spa Management,LC392,328,,317,,317,,358,8,Limerick Institute of Technology,,,
1155,Welfare,Early Childhood Education and Care,LC393,309,,276,,276,,339,8,Limerick Institute of Technology,,,
1160,Welfare,Social Care Work,LC402,228,,,,228,,306,8,Limerick Institute of Technology,,,
1161,Environment,Environmental Science and Climate,LC408,279,,,,279,,347,8,Limerick Institute of Technology,,,
1163,Business and administration,Business,LC416,260,,,,260,,300,8,Limerick Institute of Technology,,,
1164,Information and Communication Technologies (ICTs),Computing - Games Design and Development,LC418,260,,256,,256,,320,8,Limerick Institute of Technology,,,
1165,Personal services,Applied Strength and Conditioning,LC422,289,,,,289,,359,8,Limerick Institute of Technology,,,
1168,Information and Communication Technologies (ICTs),Game Art and Design (portfolio),LC502,841,,,,841,,1018,8,Limerick Institute of Technology,#,,
1170,Information and Communication Technologies (ICTs),Creative Media and Design,LC517,279,,,,279,,413,8,Limerick Institute of Technology,,,
1171,Information and Communication Technologies (ICTs),Digital Animation Production (portfolio),LC518,807,,,,807,,977,8,Limerick Institute of Technology,#,,
1173,Welfare,Social Care Work,LC612,309,,,,309,,348,8,Limerick Institute of Technology,,,
1174,Humanities (except languages),Arts,LM002,360,*,360,,360,,423,8,University of Limerick,,,
1175,Social and behavioural sciences,Social Sciences,LM019,451,,,,451,,507,8,University of Limerick,,,
1176,Law,Law and Accounting,LM020,474,,,,474,,520,8,University of Limerick,,,
1177,Arts,Performing Arts (audition format TBC),LM026,329,,,,329,,451,8,University of Limerick,#,,
1178,Law,Criminal Justice,LM028,420,,,,420,,454,8,University of Limerick,,,
1179,Law,Law Plus,LM029,530,,,,530,,554,8,University of Limerick,,,
1180,Social and behavioural sciences,Psychology and Sociology,LM038,530,,,,530,,533,8,University of Limerick,,,
1181,Journalism and information,Journalism and Digital Communication,LM039,432,,,,432,,473,8,University of Limerick,,,
1182,Humanities (except languages),European Studies,LM040,409,,,,409,,521,8,University of Limerick,,,
1183,Languages,Applied Languages,LM044,429,,,,429,,485,8,University of Limerick,,,
1184,Business and administration,Business Studies (options),LM050,451,,,,451,,489,8,University of Limerick,,,
1185,Business and administration,International Business,LM056,555,*,,,555,*,589,8,University of Limerick,,,
1186,Mathematics and statistics,Financial Mathematics,LM058,468,,,,468,,531,8,University of Limerick,,,
1187,Information and Communication Technologies (ICTs),Technology Management,LM063,410,,,,410,,452,8,University of Limerick,,,
1188,Environment,Environmental Science,LM066,430,,,,430,,478,8,University of Limerick,,,
1189,Manufacturing and processing,Food Science and Health,LM068,464,*,,,464,*,495,8,University of Limerick,,,
1190,Manufacturing and processing,Product Design and Technology (portfolio required),LM076,401,,,,401,,499,8,University of Limerick,#,,
1191,Engineering and engineering trades,Aeronautical Engineering,LM077,567,,,,567,,601,8,University of Limerick,,,
1192,Architecture and construction,Construction Management and Engineering,LM082,446,*,,,446,*,480,8,University of Limerick,,,
1193,Personal services,Sport and Exercise Sciences,LM089,498,*,,,498,*,533,8,University of Limerick,,,
1194,Education,Physical Education with concurrent Teacher Education,LM090,552,,544,*,544,*,577,8,University of Limerick,,,
1195,Education,Languages with concurrent Teacher Education,LM091,506,,,,506,,541,8,University of Limerick,,,
1196,Education,Science with Teacher Ed (Biology with Physics/Chemistry/Ag Science),LM092,521,,,,521,,555,8,University of Limerick,,,
1197,Biological and related sciences,Equine Science,LM093,367,,,,367,,431,8,University of Limerick,,,
1198,Education,Materials and Architectural Technology with concurrent Teacher Education,LM094,475,,,,475,,501,8,University of Limerick,,,
1199,Education,Materials and Engineering Technology with concurrent Teacher Education,LM095,425,,,,425,,452,8,University of Limerick,,,
1200,Education,Science with Teacher Ed (Physical Sciences with Chemistry and Physics),LM096,454,,,,454,,488,8,University of Limerick,,,
1201,Mathematics and statistics,Mathematics and Computer Science with concurrent Teacher Education,LM097,465,,,,465,,499,8,University of Limerick,,,
1202,Architecture and construction,Architecture,LM099,520,,,,520,,543,8,University of Limerick,#,,
1203,Health,Physiotherapy,LM100,613,*,,,601,*,613,8,University of Limerick,,,
1204,Health,Medicine  - Graduate Entry (GAMSAT required),LM101,57,*,,,57,*,59,8,University of Limerick,#,,
1205,Social and behavioural sciences,Psychology,LM102,534,,,,534,,565,8,University of Limerick,,,
1206,Health,Paramedic Studies (Full B/Provisional C1 Drivers Licence),LM103,429,,,,429,,455,8,University of Limerick,#,,
1207,Personal services,Exercise and Health Fitness Management,LM105,441,,,,441,,473,8,University of Limerick,,,
1208,Physical sciences,Chemical and Biochemical Engineering,LM115,476,,,,476,,520,8,University of Limerick,,,
1209,Engineering and engineering trades,Engineering (Biomedical/Civil/Design and Manufacture/Mechanical),LM116,498,*,,,498,*,544,8,University of Limerick,,,
1210,Engineering and engineering trades,Electronic and Computer Engineering,LM118,445,,,,445,,487,8,University of Limerick,,,
1211,Information and Communication Technologies (ICTs),Computer Science (Computer Systems/Games Dev/Mobile Comm Security),LM121,402,,,,402,,461,8,University of Limerick,,,
1212,Information and Communication Technologies (ICTs),Creative Media and Interaction Design (Digital Design/Music Media Tech),LM122,382,,,,382,,467,8,University of Limerick,,,
1213,Biological and related sciences,Biological and Chemical Sc. (Biosci/Envir Sci/Ind Bio/Pharma and In,LM123,498,*,,,498,*,533,8,University of Limerick,,,
1214,Mathematics and statistics,Mathematics (Math Science/Maths and Physics/Economics and Maths),LM124,455,,,,455,,532,8,University of Limerick,,,
1215,Physical sciences,Physics (Applied Physics or Mathematics and Physics),LM125,489,,,,489,,577,8,University of Limerick,,,
1216,Health,General Nursing,LM150,498,*,487,,474,,496,8,University of Limerick,,,
1217,Health,Mental Health Nursing,LM152,478,,466,,440,,476,8,University of Limerick,,,
1218,Health,Intellectual Disability Nursing,LM154,462,,443,,433,,474,8,University of Limerick,,,
1219,Health,Midwifery,LM156,521,*,508,,498,*,521,8,University of Limerick,,,
1221,Interdisciplinary programmes and qualifications involving arts and humanities,Theology and Arts,MU001,294,,294,,291,,332,8,"Pontifical University, St Patrick's College",,avp,
1222,Interdisciplinary programmes and qualifications involving arts and humanities,Theology,MU002,,,,,411,,411,8,"Pontifical University, St Patrick's College",,avp,
1223,Education,Education - Primary Teaching (Froebel),MH001,564,,,,556,,578,8,Maynooth University,,,
1224,Education,Education - Primary Teaching - Gaeltacht Applicants (Froebel),MH002,,,,,,,,8,Maynooth University,#,,
1225,Education,Early Childhood - Teaching and Learning (full-time),MH003,381,,,,381,,430,8,Maynooth University,,,
1226,Humanities (except languages),Arts,MH101,338,,336,,336,,409,8,Maynooth University,,,
1227,Arts,Music,MH103,#,,,,#,,#,8,Maynooth University,#,,
1228,Social and behavioural sciences,Psychology - 3 years,MH106,554,,,,552,,555,8,Maynooth University,,,
1229,Social and behavioural sciences,Social Science,MH107,390,,,,390,,440,8,Maynooth University,,,
1230,Arts,Media Studies,MH109,324,,,,324,,393,8,Maynooth University,,,
1231,Welfare,Community and Youth Work (Full-Time),MH116,#,,,,#,,#,8,Maynooth University,#,,
1232,"Interdisciplinary programmes and qualifications involving natural sciences, Mathematics and statistics",Science,MH201,401,,400,,397,,456,8,Maynooth University,,,
1233,Biological and related sciences,Biotechnology,MH202,490,,489,,489,,509,8,Maynooth University,,,
1234,Biological and related sciences,Biological and Geographical Sciences,MH203,451,,,,451,,477,8,Maynooth University,,,
1235,Physical sciences,Physics with Astrophysics,MH204,422,,,,422,,499,8,Maynooth University,,,
1236,Mathematics and statistics,Theoretical Physics and Mathematics,MH206,521,,,,521,,578,8,Maynooth University,,,
1237,Information and Communication Technologies (ICTs),Data Science,MH207,444,,,,444,,510,8,Maynooth University,,,
1238,Biological and related sciences,Biological and Biomedical Sciences,MH208,543,,,,533,,554,8,Maynooth University,,,
1239,Social and behavioural sciences,Psychology (through Science) - 4 years,MH209,529,,,,517,,531,8,Maynooth University,,,
1240,Physical sciences,Pharmaceutical and Biomedical Chemistry,MH210,510,,,,510,,532,8,Maynooth University,,,
1241,"Interdisciplinary programmes and qualifications involving natural sciences, Mathematics and statistics",Science|Maths and Computer Science|Mathematics (with Education),MH212,452,,443,,434,,498,8,Maynooth University,,,
1242,Engineering and engineering trades,Engineering (Computer/Electronic/Communications),MH304,351,,351,,351,,454,8,Maynooth University,,avp,
1243,Engineering and engineering trades,Product Design,MH305,326,,,,326,,397,8,Maynooth University,,,
1244,Engineering and engineering trades,Robotics and Intelligent Devices,MH306,362,,,,362,,445,8,Maynooth University,,,
1245,Business and administration,Finance (options),MH401,370,,,,370,,418,8,Maynooth University,,,
1246,Business and administration,Quantitative Finance,MH402,476,,,,476,,521,8,Maynooth University,,,
1247,Business and administration,Accounting and Finance,MH403,424,,,,424,,473,8,Maynooth University,,,
1248,Business and administration,Business (options),MH404,441,,,,441,,473,8,Maynooth University,,,
1249,Business and administration,Business and Accounting,MH407,423,,,,423,,473,8,Maynooth University,,,
1250,Business and administration,Entrepreneurship,MH411,378,,,,378,,409,8,Maynooth University,,,
1251,Law,LLB Law - four year Single Major Law programme,MH501,507,,,,507,,531,8,Maynooth University,,,
1252,Law,Law (options),MH502,465,,,,465,,498,8,Maynooth University,,,
1253,Information and Communication Technologies (ICTs),Computer Science through Arts (options),MH601,381,,,,381,,423,8,Maynooth University,,,
1254,Information and Communication Technologies (ICTs),Computer Science through Science (options),MH602,400,,,,400,,444,8,Maynooth University,,,
1255,Information and Communication Technologies (ICTs),Computational Thinking,MH603,520,,,,520,,579,8,Maynooth University,,,
1256,Education,Early Childhood - Teaching and Learning (part-time),MH801,AQA,,AQA,,AQA,,319,8,Maynooth University,,avp,
1257,Welfare,"Community and Youth Work (part-time, in service)",MH802,,,,,,,,8,Maynooth University,#,avp,
1258,Social and behavioural sciences,"Local Studies/Community Studies (part-time, evening) - Mature Students",MH803,,,,,,,,8,Maynooth University,,avp,
1259,Education,"Education, Home Economics and Biology - with concurrent Teacher Ed",AS001,542,,533,,532,,555,8,St. Angela`s College,,,
1260,Education,"Education, Home Economics and Religious Ed - with concurrent Teacher Ed",AS002,464,,452,*,441,*,476,8,St. Angela`s College,,,
1261,Education,"Education, Home Economics and Irish - with concurrent Teacher Ed",AS003,463,*,457,,440,*,487,8,St. Angela`s College,,,
1262,Business and administration,"Nutrition, Food and Business Management",AS051,378,,347,,291,,418,8,St. Angela`s College,,,
1263,Biological and related sciences,Home Economics,AS054,440,*,419,*,368,,430,8,St. Angela`s College,,,
1264,Health,General Nursing,AS110,440,*,432,,422,*,445,8,St. Angela`s College,,,
1265,Health,Intellectual Disability Nursing,AS130,387,,358,,348,*,387,8,St. Angela`s College,,,
1275,Business and administration,Business,SG141,262,,,,262,,346,8,"Institute of Technology, Sligo",,,
1276,Business and administration,Business and ICT,SG145,279,,,,279,,411,8,"Institute of Technology, Sligo",,,
1277,Business and administration,Accounting,SG146,304,,,,304,,403,8,"Institute of Technology, Sligo",,,
1278,Personal services,Sport with Business,SG147,288,,,,288,,340,8,"Institute of Technology, Sligo",,,
1279,Personal services,Tourism with Event Management,SG148,298,,,,298,,328,8,"Institute of Technology, Sligo",,,
1280,Business and administration,Business in Marketing,SG150,298,,,,298,,360,8,"Institute of Technology, Sligo",,,
1285,Arts,Performing Arts,SG241,341,,,,341,,393,8,"Institute of Technology, Sligo",,,
1286,Welfare,Early Childhood Care and Education,SG242,287,,,,287,,368,8,"Institute of Technology, Sligo",,,
1287,Welfare,Social Care Practice,SG243,309,,,,309,,357,8,"Institute of Technology, Sligo",,,
1288,Arts,Fine Art,SG244,501,,,,501,,643,8,"Institute of Technology, Sligo",#,,
1289,Arts,Creative Design,SG245,332,,,,332,,357,8,"Institute of Technology, Sligo",,,
1290,Information and Communication Technologies (ICTs),Computing,SG246,316,,,,316,,402,8,"Institute of Technology, Sligo",,,
1291,Social and behavioural sciences,English and Psychology,SG247,319,,,,319,,357,8,"Institute of Technology, Sligo",,,
1292,Social and behavioural sciences,Sociology and Politics,SG248,298,,,,298,,328,8,"Institute of Technology, Sligo",,,
1293,Languages,Writing and Literature,SG249,308,,,,308,,409,8,"Institute of Technology, Sligo",,,
1294,Information and Communication Technologies (ICTs),Software Development,SG252,310,,,,310,,413,8,"Institute of Technology, Sligo",,,
1295,Information and Communication Technologies (ICTs),Computing in Computer Networks and Cyber Security,SG253,336,,,,336,,374,8,"Institute of Technology, Sligo",,,
1296,Languages,Writing and Literature Online,SG254,327,,,,327,,393,8,"Institute of Technology, Sligo",,,
1297,Law,Law and Business,SG255,291,,,,291,,398,8,"Institute of Technology, Sligo",,,
1310,Engineering and engineering trades,General Engineering,SG341,373,,,,373,,467,8,"Institute of Technology, Sligo",,,
1311,Architecture and construction,Civil Engineering,SG342,418,,,,418,,498,8,"Institute of Technology, Sligo",,,
1312,Architecture and construction,Quantity Surveying,SG343,300,,,,300,,385,8,"Institute of Technology, Sligo",,,
1313,Engineering and engineering trades,Mechanical Engineering,SG344,412,,,,412,,509,8,"Institute of Technology, Sligo",,,
1314,Architecture and construction,Construction Project Management and Applied Technology,SG346,313,,,,313,,362,8,"Institute of Technology, Sligo",,,
1315,Architecture and construction,Architecture,SG347,403,,,,403,,462,8,"Institute of Technology, Sligo",,,
1316,Architecture and construction,Interior Architecture and Design,SG348,359,,,,359,,410,8,"Institute of Technology, Sligo",,,
1317,Engineering and engineering trades,Electronics and Self Driving Technologies,SG349,,,,,,,0,8,"Institute of Technology, Sligo",,,
1318,Engineering and engineering trades,Robotics and Automation,SG350,384,,,,384,,478,8,"Institute of Technology, Sligo",,,
1329,Hygiene and occupational health services,Occupational Safety and Health,SG442,307,,,,307,,360,8,"Institute of Technology, Sligo",,,
1330,Health,Human Nutrition,SG443,376,,,,376,,440,8,"Institute of Technology, Sligo",,,
1331,Biological and related sciences,Science Undenominated,SG444,358,,,,358,,430,8,"Institute of Technology, Sligo",,,
1332,Physical sciences,Pharmaceutical Science with Drug Development,SG445,357,,,,357,,401,8,"Institute of Technology, Sligo",,,
1333,Health,Health Science and Physical Activity,SG447,326,,,,326,,389,8,"Institute of Technology, Sligo",,,
1334,Biological and related sciences,Forensic Investigation and Analysis,SG448,308,,,,308,,376,8,"Institute of Technology, Sligo",,,
1335,Health,Medical Biotechnology,SG449,315,,,,315,,403,8,"Institute of Technology, Sligo",,,
1336,Environment,Environmental Science with Ecology (Level 8),SG450,310,,,,310,,430,8,"Institute of Technology, Sligo",,,
1362,Arts,"Animation, Visual Effects and Motion Design (Level 8, portfolio)",TL801,718,,,,718,,823,8,"Institute of Technology, Tralee",#,,
1363,Arts,"TV, Radio and New Media (Level 8)",TL802,322,,,,322,,413,8,"Institute of Technology, Tralee",,,
1364,Information and Communication Technologies (ICTs),Computing with Software Development,TL810,308,,,,308,,399,8,"Institute of Technology, Tralee",,,
1365,Information and Communication Technologies (ICTs),Computing with Games Development,TL811,322,,,,322,,342,8,"Institute of Technology, Tralee",,,
1366,Information and Communication Technologies (ICTs),Computing (Degree Award options),TL815,307,,,,307,,453,8,"Institute of Technology, Tralee",,,
1367,Personal services,Event Management (3 year programme),TL823,293,,,,293,,369,8,"Institute of Technology, Tralee",,,
1368,Business and administration,Business Studies (Major Specialism in: Acctng or Mktg or Mgmnt),TL831,306,,,,306,,408,8,"Institute of Technology, Tralee",,,
1369,Architecture and construction,Construction Management,TL842,,,,,,,0,8,"Institute of Technology, Tralee",,,
1370,"Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary",Agricultural Engineering,TL844,301,,,,301,,392,8,"Institute of Technology, Tralee",,,
1371,Architecture and construction,Civil Engineering,TL845,361,,,,361,,395,8,"Institute of Technology, Tralee",,,
1372,Manufacturing and processing,Manufacturing Engineering,TL847,305,,,,305,,338,8,"Institute of Technology, Tralee",,,
1373,"Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary",Agricultural Science,TL848,307,,,,307,,367,8,"Institute of Technology, Tralee",,,
1374,Environment,Wildlife Biology (Degree Award options),TL851,309,,,,309,,400,8,"Institute of Technology, Tralee",,,
1375,Health,Pharmaceutical Science (Degree Award options),TL855,316,,,,316,,419,8,"Institute of Technology, Tralee",,,
1376,Veterinary,Veterinary Bioscience,TL858,317,,,,317,,402,8,"Institute of Technology, Tralee",,,
1377,Personal services,Health and Leisure (Degree Award options),TL871,303,,,,303,,389,8,"Institute of Technology, Tralee",,,
1378,Personal services,Health and Leisure with Massage,TL872,314,,,,314,,381,8,"Institute of Technology, Tralee",,,
1379,Personal services,Coaching and Sports Performance,TL873,308,,,,308,,371,8,"Institute of Technology, Tralee",,,
1380,Personal services,Inclusive Sport and Physical Activity,TL874,341,,,,341,,476,8,"Institute of Technology, Tralee",,,
1381,Welfare,Early Childhood Care and Education,TL880,309,,,,309,,369,8,"Institute of Technology, Tralee",,,
1382,Welfare,Social Care,TL881,301,,,,301,,377,8,"Institute of Technology, Tralee",,,
1383,Welfare,Counselling with Addiction - Mature applicants only,TL889,,,,,,,0,8,"Institute of Technology, Tralee",#,,
1384,Health,General Nursing and Mature Applicants,TL890,463,,,,463,,484,8,"Institute of Technology, Tralee",,,
1385,Health,Mental Health Nursing and Mature Applicants,TL891,440,,419,,412,*,430,8,"Institute of Technology, Tralee",,,
1386,Information and Communication Technologies (ICTs),Applied Computing (options),WD001,270,,261,,261,,423,8,Waterford Institute of Technology,,avp,
1387,Biological and related sciences,Science (options),WD002,279,,,,279,,388,8,Waterford Institute of Technology,,,
1389,Health,Health Sciences (options),WD005,271,,,,271,,368,8,Waterford Institute of Technology,,,
1390,Personal services,Exercise Sciences (options),WD006,270,,,,270,,357,8,Waterford Institute of Technology,,,
1391,Engineering and engineering trades,Engineering (options),WD007,270,,270,,270,,432,8,Waterford Institute of Technology,,avp,
1397,Architecture and construction,Construction Management and Engineering,WD025,262,,,,262,,357,8,Waterford Institute of Technology,,,
1398,Arts,Music,WD027,321,,,,321,,437,8,Waterford Institute of Technology,#,,
1399,Business and administration,Business (options),WD048,279,,,,279,,387,8,Waterford Institute of Technology,,,
1401,Business and administration,Accounting,WD084,308,,,,308,,476,8,Waterford Institute of Technology,,,
1402,Personal services,Hospitality Management,WD091,225,,,,225,,337,8,Waterford Institute of Technology,,,
1406,Health,General Nursing,WD116,446,,,,446,,473,8,Waterford Institute of Technology,,,
1407,Health,Psychiatric Nursing,WD117,415,,,,415,,430,8,Waterford Institute of Technology,,,
1408,Health,Intellectual Disability Nursing,WD120,390,,,,390,,404,8,Waterford Institute of Technology,,,
1410,Business and administration,International Business,WD134,267,,,,267,,368,8,Waterford Institute of Technology,,,
1411,Arts,Design (Visual Communications),WD137,252,,,,252,,360,8,Waterford Institute of Technology,,,
1412,Law,Laws,WD140,280,,,,280,,394,8,Waterford Institute of Technology,,,
1413,Architecture and construction,Architecture,WD144,309,,,,309,,401,8,Waterford Institute of Technology,,,
1414,Physical sciences,Pharmaceutical Science,WD147,288,,,,288,,402,8,Waterford Institute of Technology,,,
1415,Law,Criminal Justice Studies,WD150,280,,,,280,,359,8,Waterford Institute of Technology,,,
1417,Arts,Visual Art,WD152,243,,,,243,,359,8,Waterford Institute of Technology,,,
1421,Information and Communication Technologies (ICTs),Computer Forensics and Security,WD161,270,,,,270,,347,8,Waterford Institute of Technology,,,
1422,Architecture and construction,Quantity Surveying,WD162,226,,,,226,,337,8,Waterford Institute of Technology,,,
1423,Social and behavioural sciences,Psychology,WD163,456,,,,456,,487,8,Waterford Institute of Technology,,,
1432,Personal services,Sports Coaching and Performance,WD186,261,,,,261,,358,8,Waterford Institute of Technology,,,
1433,Welfare,Social Science,WD187,276,,,,276,,367,8,Waterford Institute of Technology,,,
1435,Agriculture,Agricultural Science,WD191,377,,,,377,,434,8,Waterford Institute of Technology,,,
1436,Welfare,Social Care Practice,WD192,271,,,,271,,336,8,Waterford Institute of Technology,,,
1437,Business and administration,Marketing and Digital Media,WD193,279,,,,279,,358,8,Waterford Institute of Technology,,,
1438,Personal services,Culinary Arts,WD194,237,,,,237,,321,8,Waterford Institute of Technology,,,
1439,Architecture and construction,Architectural and Building Information Modelling Technology,WD195,279,,,,279,,367,8,Waterford Institute of Technology,,,
1440,Arts,Arts (options),WD200,201,,201,,201,,376,8,Waterford Institute of Technology,,avp,
1445,Information and Communication Technologies (ICTs),Software Systems Development,WD210,260,,,,260,,373,8,Waterford Institute of Technology,,,
1446,Information and Communication Technologies (ICTs),Creative Computing,WD211,270,,,,270,,392,8,Waterford Institute of Technology,,,
1447,Personal services,Recreation and Sport Management,WD212,262,,,,262,,304,8,Waterford Institute of Technology,,,
1448,Engineering and engineering trades,Mechanical and Manufacturing Engineering,WD230,230,,230,,230,,361,8,Waterford Institute of Technology,,avp,
1449,Welfare,Early Childhood Care and Education,WD231,266,,,,266,,366,8,Waterford Institute of Technology,,,
1450,Business and administration,Business Information Systems,WD232,261,,261,,261,,329,8,Waterford Institute of Technology,,avp,
